Year,Month,monthly_anomaly,monthly_uncertainty,annual_anomaly,annual_uncertainty,five_year_anomaly,five_year_uncertainty,ten_year_anomaly,ten_year_uncertainty,twenty_year_anomaly,twenty_year_uncertainty
1839,12,2.433,1.953,0.089,0.918,-0.670,0.614,-1.085,0.516,-0.840,0.455
1840,1,-2.532,1.955,0.144,0.871,-0.643,0.612,-1.088,0.506,-0.823,0.459
1840,2,2.758,1.286,0.196,0.829,-0.600,0.605,-1.067,0.506,-0.812,0.467
1840,3,0.076,2.271,0.212,0.746,-0.617,0.595,-1.053,0.498,-0.815,0.467
1840,4,0.425,0.811,0.123,0.694,-0.583,0.590,-1.045,0.492,-0.836,0.469
1840,5,0.933,1.632,0.150,0.701,-0.574,0.583,-1.050,0.492,-0.844,0.469
1840,6,-0.257,1.118,-0.187,0.649,-0.585,0.592,-1.052,0.484,-0.837,0.472
1840,7,0.896,0.877,0.254,0.624,-0.559,0.572,-1.060,0.483,-0.841,0.473
1840,8,0.837,1.568,-0.011,0.685,-0.557,0.557,-1.047,0.484,-0.841,0.471
1840,9,-0.544,0.742,-0.191,0.714,-0.628,0.520,-1.046,0.481,-0.835,0.469
1840,10,-1.539,0.937,-0.499,0.748,-0.569,0.488,-1.059,0.479,-0.839,0.474
1840,11,-1.681,1.643,-0.708,0.745,-0.555,0.480,-1.039,0.477,-0.849,0.478
1840,12,-1.614,1.237,-0.700,0.819,-0.601,0.471,-1.031,0.486,-0.874,0.484
1841,1,2.759,1.896,-0.869,0.782,-0.636,0.469,-1.024,0.504,-0.871,0.487
1841,2,-0.426,2.293,-0.867,0.715,-0.618,0.468,-1.015,0.486,-0.866,0.489
1841,3,-2.085,1.543,-0.721,0.733,-0.625,0.437,-0.984,0.484,-0.874,0.489
1841,4,-3.272,1.856,-0.837,0.700,-0.632,0.433,-0.959,0.492,-0.879,0.494
1841,5,-1.575,0.879,-0.816,0.666,-0.619,0.440,-0.950,0.492,-0.891,0.497
1841,6,-0.155,0.738,-0.550,0.734,-0.544,0.454,-0.947,0.493,-0.907,0.496
1841,7,-1.129,0.688,-0.723,0.696,-0.620,0.439,-0.947,0.495,-0.915,0.495
1841,8,0.857,1.092,-0.551,0.582,-0.635,0.443,-0.918,0.491,-0.924,0.494
1841,9,1.205,0.590,-0.263,0.527,-0.635,0.414,-0.893,0.484,-0.921,0.497
1841,10,-2.933,1.000,0.000,0.479,-0.635,0.414,-0.875,0.486,-0.917,0.496
1841,11,-1.422,1.423,-0.055,0.420,-0.624,0.394,-0.850,0.480,-0.929,0.498
1841,12,1.579,2.683,-0.276,0.433,-0.607,0.384,-0.842,0.477,-0.917,0.493
1842,1,0.676,2.346,-0.271,0.448,-0.654,0.378,-0.829,0.464,-0.931,0.495
1842,2,1.640,1.885,-0.308,0.426,-0.684,0.374,-0.820,0.443,-0.917,0.494
1842,3,1.365,1.025,-0.559,0.436,-0.681,0.372,-0.827,0.434,-0.925,0.495
1842,4,-0.105,1.199,-0.431,0.394,-0.711,0.362,-0.835,0.427,-0.921,0.498
1842,5,-2.233,0.917,-0.493,0.356,-0.734,0.356,-0.816,0.429,-0.917,0.497
1842,6,-2.811,1.221,-0.748,0.401,-0.787,0.355,-0.819,0.428,-0.916,0.493
1842,7,-1.072,1.102,-0.473,0.335,-0.733,0.354,-0.792,0.435,-0.911,0.492
1842,8,0.420,0.683,-0.906,0.401,-0.772,0.367,-0.780,0.434,-0.914,0.491
1842,9,-1.811,0.715,-1.267,0.389,-0.773,0.360,-0.778,0.426,-0.914,0.491
1842,10,-1.393,0.874,-1.280,0.356,-0.798,0.342,-0.765,0.425,-0.916,0.488
1842,11,-2.173,1.412,-1.193,0.385,-0.852,0.317,-0.745,0.417,-0.917,0.485
1842,12,-1.478,1.380,-1.109,0.463,-0.871,0.313,-0.725,0.420,-0.902,0.480
1843,1,3.976,0.964,-1.177,0.556,-0.915,0.302,-0.734,0.417,-0.903,0.483
1843,2,-3.555,1.688,-1.190,0.629,-0.927,0.296,-0.699,0.419,-0.889,0.482
1843,3,-2.968,1.159,-1.100,0.677,-0.949,0.295,-0.726,0.405,-0.882,0.484
1843,4,-0.258,0.964,-1.213,0.759,-0.944,0.275,-0.700,0.394,-0.890,0.485
1843,5,-1.187,1.348,-1.314,0.750,-0.924,0.270,-0.682,0.391,-0.897,0.483
1843,6,-1.812,1.091,-1.057,0.777,-0.943,0.276,-0.700,0.390,-0.884,0.484
1843,7,-1.880,1.482,-1.763,0.849,-0.971,0.306,-0.712,0.396,-0.881,0.482
1843,8,0.260,1.355,-1.405,0.751,-1.005,0.294,-0.711,0.391,-0.875,0.478
1843,9,-0.728,1.447,-1.233,0.754,-0.961,0.296,-0.730,0.382,-0.871,0.477
1843,10,-2.757,1.073,-1.085,0.767,-0.904,0.298,-0.722,0.384,-0.871,0.479
1843,11,-3.383,1.177,-1.077,0.684,-0.885,0.293,-0.706,0.385,-0.871,0.475
1843,12,1.613,2.369,-1.040,0.584,-0.890,0.300,-0.673,0.390,-0.881,0.474
1844,1,-4.497,1.776,-1.095,0.515,-0.877,0.304,-0.692,0.380,-0.882,0.475
1844,2,0.739,1.279,-1.253,0.488,-0.876,0.295,-0.739,0.379,-0.906,0.472
1844,3,-0.903,1.397,-1.239,0.503,-0.866,0.295,-0.733,0.374,-0.913,0.473
1844,4,1.520,1.087,-1.196,0.516,-0.857,0.316,-0.771,0.368,-0.928,0.476
1844,5,-1.090,1.137,-1.198,0.460,-0.825,0.326,-0.776,0.362,-0.923,0.475
1844,6,-1.376,1.128,-1.391,0.312,-0.851,0.303,-0.757,0.364,-0.922,0.476
1844,7,-2.540,0.824,-0.962,0.312,-0.859,0.321,-0.755,0.365,-0.920,0.475
1844,8,-1.637,1.011,-0.988,0.384,-0.888,0.329,-0.756,0.360,-0.919,0.471
1844,9,-0.553,0.641,-0.911,0.461,-0.960,0.330,-0.756,0.361,-0.923,0.468
1844,10,-2.242,0.598,-1.126,0.505,-1.015,0.334,-0.761,0.357,-0.911,0.467
1844,11,-3.413,0.976,-1.227,0.478,-0.985,0.329,-0.725,0.367,-0.905,0.471
1844,12,-0.705,1.926,-1.230,0.399,-0.968,0.334,-0.758,0.353,-0.903,0.474
1845,1,0.660,1.747,-1.163,0.404,-0.942,0.357,-0.728,0.342,-0.899,0.473
1845,2,0.424,2.434,-1.015,0.491,-0.959,0.359,-0.738,0.351,-0.902,0.469
1845,3,0.013,0.909,-1.126,0.543,-0.939,0.360,-0.747,0.354,-0.902,0.466
1845,4,-1.051,1.261,-1.041,0.550,-0.948,0.368,-0.768,0.357,-0.900,0.465
1845,5,-2.308,1.352,-0.800,0.483,-0.917,0.355,-0.800,0.354,-0.895,0.464
1845,6,-1.411,1.001,-0.971,0.549,-0.865,0.347,-0.795,0.353,-0.895,0.462
1845,7,-1.731,1.191,-0.934,0.834,-0.910,0.350,-0.802,0.351,-0.890,0.460
1845,8,0.139,1.109,-1.175,0.748,-0.841,0.355,-0.816,0.349,-0.891,0.457
1845,9,-1.885,2.100,-1.128,0.771,-0.824,0.366,-0.815,0.345,-0.884,0.451
1845,10,-1.221,1.551,-1.031,0.941,-0.831,0.378,-0.808,0.351,-0.889,0.449
1845,11,-0.523,1.504,-0.874,0.893,-0.809,0.384,-0.793,0.356,-0.885,0.449
1845,12,-2.756,2.320,-0.797,0.938,-0.799,0.391,-0.800,0.359,-0.867,0.446
1846,1,1.096,3.855,-0.677,0.948,-0.788,0.408,-0.826,0.362,-0.881,0.445
1846,2,-2.465,1.648,-0.613,0.880,-0.804,0.402,-0.812,0.375,-0.875,0.439
1846,3,0.574,1.236,-0.307,0.757,-0.835,0.424,-0.791,0.378,-0.880,0.436
1846,4,0.116,2.504,-0.406,0.861,-0.811,0.450,-0.770,0.379,-0.869,0.434
1846,5,-0.416,1.055,-0.320,0.991,-0.793,0.449,-0.770,0.385,-0.870,0.433
1846,6,-0.486,1.207,-0.086,0.915,-0.801,0.435,-0.787,0.388,-0.863,0.435
1846,7,-0.294,1.370,-0.163,0.709,-0.764,0.435,-0.788,0.385,-0.858,0.434
1846,8,0.911,0.719,0.035,0.671,-0.842,0.442,-0.805,0.382,-0.853,0.431
1846,9,1.780,0.927,-0.263,0.644,-0.831,0.471,-0.812,0.385,-0.847,0.425
1846,10,-2.404,2.057,-0.554,0.601,-0.906,0.456,-0.782,0.386,-0.833,0.417
1846,11,0.508,1.482,-0.556,0.626,-0.927,0.459,-0.796,0.385,-0.828,0.411
1846,12,0.046,1.456,-0.663,0.624,-0.907,0.464,-0.830,0.380,-0.834,0.410
1847,1,0.175,2.000,-0.598,0.611,-0.857,0.479,-0.852,0.399,-0.848,0.405
1847,2,-0.087,2.382,-0.726,0.622,-0.828,0.480,-0.861,0.419,-0.836,0.395
1847,3,-2.999,1.643,-0.923,0.605,-0.830,0.493,-0.889,0.429,-0.836,0.395
1847,4,-3.383,1.453,-0.884,0.595,-0.812,0.500,-0.903,0.435,-0.837,0.395
1847,5,-0.437,1.101,-0.953,0.565,-0.717,0.527,-0.890,0.436,-0.833,0.397
1847,6,-1.769,0.968,-0.819,0.534,-0.729,0.522,-0.878,0.434,-0.835,0.397
1847,7,0.489,1.559,-0.729,0.579,-0.723,0.545,-0.869,0.433,-0.821,0.396
1847,8,-0.627,1.140,-0.673,0.597,-0.703,0.576,-0.878,0.429,-0.816,0.395
1847,9,-0.585,0.946,-0.583,0.696,-0.721,0.583,-0.865,0.427,-0.814,0.389
1847,10,-1.942,1.197,-0.360,0.742,-0.738,0.600,-0.860,0.427,-0.806,0.386
1847,11,-0.321,1.120,-0.311,0.701,-0.748,0.591,-0.857,0.425,-0.801,0.383
1847,12,1.657,2.097,-0.265,0.710,-0.720,0.588,-0.822,0.424,-0.791,0.382
1848,1,1.251,2.397,-0.409,0.685,-0.690,0.575,-0.851,0.435,-0.796,0.377
1848,2,0.595,1.253,-0.415,0.664,-0.706,0.556,-0.815,0.437,-0.796,0.378
1848,3,-1.925,1.192,-0.580,0.666,-0.681,0.529,-0.793,0.447,-0.807,0.372
1848,4,-0.711,0.939,-0.531,0.674,-0.672,0.539,-0.799,0.459,-0.797,0.365
1848,5,0.155,1.210,-0.695,0.719,-0.662,0.557,-0.798,0.462,-0.795,0.363
1848,6,-1.212,1.245,-0.739,0.756,-0.657,0.549,-0.782,0.467,-0.793,0.362
1848,7,-1.249,1.423,-1.030,0.711,-0.681,0.501,-0.771,0.466,-0.800,0.363
1848,8,-0.691,1.016,-1.410,0.769,-0.619,0.527,-0.774,0.460,-0.801,0.360
1848,9,-2.565,1.045,-1.272,0.865,-0.621,0.524,-0.772,0.470,-0.800,0.353
1848,10,-1.357,1.442,-1.458,0.814,-0.636,0.512,-0.761,0.482,-0.790,0.347
1848,11,-2.294,1.149,-1.665,0.795,-0.656,0.521,-0.747,0.475,-0.787,0.340
1848,12,1.131,2.345,-1.579,0.821,-0.683,0.515,-0.764,0.465,-0.783,0.337
1849,1,-2.234,1.634,-1.436,0.794,-0.700,0.506,-0.742,0.466,-0.786,0.333
1849,2,-3.967,1.821,-1.373,0.815,-0.734,0.509,-0.768,0.461,-0.793,0.330
1849,3,-0.266,2.003,-1.214,0.829,-0.758,0.515,-0.775,0.470,-0.783,0.327
1849,4,-2.949,1.266,-1.198,0.800,-0.707,0.500,-0.811,0.471,-0.799,0.327
1849,5,-2.329,0.956,-0.815,0.892,-0.767,0.488,-0.804,0.473,-0.789,0.326
1849,6,-0.173,1.276,-1.032,0.727,-0.809,0.499,-0.802,0.469,-0.787,0.325
1849,7,0.462,1.292,-0.758,0.720,-0.845,0.528,-0.769,0.473,-0.792,0.320
1849,8,0.060,1.116,-0.292,0.763,-0.833,0.565,-0.758,0.469,-0.790,0.313
1849,9,-0.655,1.131,-0.359,0.718,-0.817,0.591,-0.756,0.467,-0.794,0.310
1849,10,-1.163,1.043,-0.286,0.822,-0.792,0.611,-0.734,0.466,-0.805,0.302
1849,11,2.307,2.249,-0.334,0.826,-0.796,0.616,-0.708,0.472,-0.804,0.301
1849,12,-1.477,1.285,-0.296,0.764,-0.788,0.609,-0.720,0.476,-0.829,0.293
1850,1,1.054,2.180,-0.328,0.699,-0.797,0.589,-0.710,0.490,-0.816,0.291
1850,2,1.622,2.192,-0.404,0.644,-0.796,0.581,-0.736,0.483,-0.829,0.288
1850,3,-1.063,1.539,-0.380,0.589,-0.791,0.579,-0.752,0.486,-0.823,0.294
1850,4,-2.073,1.234,-0.339,0.649,-0.771,0.569,-0.756,0.490,-0.832,0.295
1850,5,-2.915,0.736,-0.524,0.668,-0.797,0.573,-0.740,0.485,-0.831,0.289
1850,6,0.291,0.822,-0.606,0.784,-0.779,0.573,-0.738,0.487,-0.831,0.291
1850,7,0.071,0.590,-0.726,0.743,-0.791,0.570,-0.719,0.482,-0.841,0.290
1850,8,-0.851,1.069,-0.755,0.719,-0.790,0.560,-0.734,0.474,-0.845,0.289
1850,9,-0.363,0.833,-0.630,0.776,-0.762,0.563,-0.722,0.461,-0.843,0.285
1850,10,-0.670,1.677,-0.520,0.790,-0.767,0.573,-0.719,0.459,-0.840,0.287
1850,11,0.081,2.586,-0.412,0.842,-0.787,0.575,-0.730,0.461,-0.828,0.284
1850,12,-2.459,2.404,-0.613,0.867,-0.765,0.577,-0.703,0.449,-0.824,0.282
1851,1,-0.387,1.340,-0.728,0.848,-0.754,0.558,-0.738,0.423,-0.843,0.287
1851,2,1.274,1.138,-0.750,0.845,-0.744,0.551,-0.736,0.430,-0.836,0.298
1851,3,0.447,0.956,-0.695,0.887,-0.708,0.549,-0.776,0.426,-0.838,0.304
1851,4,-0.758,1.784,-0.581,0.769,-0.710,0.550,-0.778,0.411,-0.832,0.306
1851,5,-1.621,1.314,-0.848,0.692,-0.700,0.534,-0.789,0.407,-0.835,0.308
1851,6,-2.120,1.036,-0.847,0.635,-0.726,0.528,-0.779,0.408,-0.837,0.307
1851,7,-1.308,0.874,-0.984,0.769,-0.720,0.530,-0.769,0.402,-0.835,0.306
1851,8,-1.117,1.119,-1.037,0.843,-0.695,0.517,-0.787,0.401,-0.841,0.304
1851,9,0.302,1.070,-1.242,0.910,-0.719,0.510,-0.802,0.396,-0.847,0.304
1851,10,0.688,2.139,-1.333,0.875,-0.716,0.520,-0.790,0.385,-0.836,0.303
1851,11,-3.118,1.641,-1.255,0.836,-0.681,0.521,-0.807,0.377,-0.835,0.299
1851,12,-2.447,1.670,-1.190,0.809,-0.697,0.511,-0.827,0.379,-0.839,0.291
1852,1,-2.026,1.847,-1.083,0.798,-0.681,0.504,-0.868,0.382,-0.851,0.302
1852,2,0.640,2.013,-1.040,0.762,-0.688,0.497,-0.852,0.389,-0.867,0.311
1852,3,-2.025,1.409,-1.086,0.744,-0.682,0.481,-0.846,0.398,-0.877,0.318
1852,4,-1.848,1.360,-1.207,0.633,-0.655,0.473,-0.839,0.404,-0.887,0.324
1852,5,-0.686,1.236,-1.101,0.637,-0.699,0.460,-0.849,0.406,-0.879,0.322
1852,6,-1.338,1.033,-0.672,0.576,-0.711,0.479,-0.852,0.405,-0.873,0.320
1852,7,-0.018,0.777,-0.458,0.571,-0.696,0.487,-0.851,0.398,-0.873,0.320
1852,8,-0.600,0.994,-0.455,0.511,-0.769,0.461,-0.853,0.395,-0.877,0.318
1852,9,-0.260,0.856,-0.307,0.503,-0.783,0.469,-0.849,0.390,-0.868,0.317
1852,10,-0.753,0.980,-0.237,0.497,-0.774,0.461,-0.846,0.388,-0.866,0.321
1852,11,-1.854,1.315,-0.267,0.471,-0.733,0.455,-0.856,0.392,-0.866,0.325
1852,12,2.706,1.671,-0.145,0.500,-0.757,0.454,-0.856,0.393,-0.865,0.325
1853,1,0.543,2.057,-0.194,0.498,-0.749,0.455,-0.857,0.383,-0.875,0.329
1853,2,0.677,1.360,-0.151,0.498,-0.762,0.456,-0.894,0.383,-0.863,0.328
1853,3,-0.257,1.151,-0.166,0.527,-0.763,0.453,-0.889,0.381,-0.871,0.332
1853,4,-1.002,1.277,-0.225,0.603,-0.766,0.426,-0.893,0.376,-0.875,0.337
1853,5,-1.050,0.846,-0.211,0.556,-0.799,0.405,-0.907,0.373,-0.868,0.338
1853,6,0.123,0.947,-0.475,0.547,-0.749,0.383,-0.887,0.371,-0.866,0.340
1853,7,-0.595,0.944,-0.672,0.535,-0.794,0.379,-0.888,0.368,-0.861,0.343
1853,8,-0.094,0.599,-0.935,0.496,-0.853,0.366,-0.890,0.367,-0.863,0.343
1853,9,-0.438,0.804,-1.058,0.494,-0.931,0.362,-0.869,0.361,-0.866,0.351
1853,10,-1.457,1.242,-1.206,0.515,-0.921,0.346,-0.859,0.351,-0.859,0.355
1853,11,-1.685,1.068,-1.134,0.559,-0.922,0.329,-0.867,0.340,-0.845,0.357
1853,12,-0.459,1.358,-1.241,0.566,-0.875,0.336,-0.893,0.329,-0.858,0.357
1854,1,-1.827,2.369,-1.074,0.540,-0.838,0.333,-0.880,0.331,-0.838,0.356
1854,2,-2.483,1.172,-1.094,0.566,-0.841,0.329,-0.847,0.325,-0.834,0.360
1854,3,-1.724,0.916,-1.084,0.581,-0.846,0.320,-0.832,0.320,-0.831,0.370
1854,4,-2.781,1.703,-0.925,0.543,-0.874,0.316,-0.827,0.327,-0.844,0.372
1854,5,-0.185,1.268,-0.813,0.560,-0.847,0.322,-0.803,0.332,-0.838,0.377
1854,6,-1.164,1.048,-0.953,0.585,-0.845,0.331,-0.818,0.327,-0.831,0.376
1854,7,1.405,1.444,-0.642,0.564,-0.890,0.322,-0.828,0.317,-0.819,0.380
1854,8,-0.332,1.009,-0.665,0.672,-0.871,0.321,-0.824,0.309,-0.811,0.381
1854,9,-0.311,0.874,-0.677,0.717,-0.875,0.335,-0.832,0.307,-0.813,0.381
1854,10,0.449,0.843,-0.573,0.657,-0.886,0.343,-0.848,0.299,-0.811,0.380
1854,11,-0.341,1.270,-0.594,0.560,-0.903,0.337,-0.883,0.291,-0.802,0.378
1854,12,-2.144,2.987,-0.594,0.534,-0.915,0.331,-0.900,0.289,-0.801,0.381
1855,1,1.904,1.595,-0.666,0.592,-0.904,0.331,-0.903,0.287,-0.811,0.389
1855,2,-2.756,2.223,-0.773,0.602,-0.909,0.338,-0.921,0.274,-0.812,0.388
1855,3,-1.873,1.156,-0.786,0.602,-0.908,0.331,-0.898,0.280,-0.807,0.391
1855,4,-1.528,0.894,-0.890,0.604,-0.921,0.335,-0.897,0.276,-0.802,0.393
1855,5,-0.439,0.947,-1.022,0.599,-0.915,0.346,-0.862,0.268,-0.794,0.390
1855,6,-1.160,1.008,-0.796,0.599,-0.933,0.341,-0.866,0.270,-0.783,0.390
1855,7,0.533,1.129,-1.213,0.591,-0.924,0.339,-0.880,0.272,-0.783,0.391
1855,8,-1.614,0.860,-1.172,0.509,-0.998,0.353,-0.873,0.273,-0.785,0.391
1855,9,-0.464,0.926,-1.370,0.550,-1.015,0.355,-0.871,0.267,-0.769,0.388
1855,10,-0.804,1.044,-1.257,0.551,-1.020,0.353,-0.872,0.263,-0.776,0.389
1855,11,-1.924,0.580,-1.360,0.533,-1.028,0.355,-0.862,0.252,-0.776,0.394
1855,12,0.565,1.933,-1.204,0.436,-1.009,0.354,-0.849,0.247,-0.764,0.392
1856,1,-3.096,0.586,-1.172,0.421,-1.021,0.367,-0.859,0.251,-0.779,0.383
1856,2,-2.267,1.286,-1.145,0.430,-1.037,0.377,-0.860,0.256,-0.770,0.389
1856,3,-4.244,1.229,-1.108,0.428,-1.030,0.384,-0.885,0.261,-0.782,0.392
1856,4,-0.171,0.775,-1.124,0.423,-1.008,0.376,-0.893,0.264,-0.780,0.389
1856,5,-1.679,0.617,-1.088,0.447,-1.035,0.367,-0.900,0.261,-0.788,0.389
1856,6,0.711,1.287,-1.327,0.438,-1.059,0.362,-0.888,0.256,-0.790,0.387
1856,7,0.920,1.482,-1.463,0.406,-1.040,0.343,-0.881,0.258,-0.782,0.384
1856,8,-1.287,1.050,-1.126,0.528,-0.998,0.350,-0.876,0.260,-0.796,0.382
1856,9,-0.019,1.359,-0.961,0.518,-0.946,0.343,-0.881,0.261,-0.806,0.382
1856,10,-0.992,0.921,-1.158,0.517,-0.938,0.342,-0.889,0.258,-0.798,0.376
1856,11,-1.499,1.013,-1.159,0.477,-0.924,0.349,-0.875,0.259,-0.802,0.374
1856,12,-2.307,1.372,-1.392,0.497,-0.938,0.346,-0.847,0.256,-0.801,0.372
1857,1,-4.726,1.108,-1.415,0.510,-0.975,0.351,-0.850,0.264,-0.811,0.374
1857,2,1.780,1.508,-1.380,0.491,-0.960,0.336,-0.874,0.270,-0.805,0.380
1857,3,-2.268,1.244,-1.395,0.489,-0.983,0.340,-0.866,0.276,-0.802,0.382
1857,4,-2.524,1.112,-1.439,0.485,-1.040,0.332,-0.870,0.282,-0.796,0.380
1857,5,-1.698,1.236,-1.439,0.511,-1.067,0.356,-0.868,0.280,-0.810,0.381
1857,6,-2.083,0.844,-1.114,0.507,-1.090,0.348,-0.868,0.275,-0.800,0.379
1857,7,0.644,1.080,-0.627,0.565,-1.110,0.343,-0.876,0.275,-0.802,0.377
1857,8,-0.870,0.801,-1.090,0.560,-1.073,0.330,-0.877,0.279,-0.793,0.371
1857,9,-0.193,0.945,-1.010,0.534,-1.014,0.321,-0.871,0.278,-0.791,0.370
1857,10,-1.525,0.702,-0.905,0.479,-1.020,0.308,-0.873,0.284,-0.787,0.371
1857,11,-1.504,0.824,-0.893,0.501,-0.991,0.302,-0.875,0.300,-0.796,0.370
1857,12,1.594,1.514,-0.613,0.511,-0.975,0.296,-0.907,0.298,-0.823,0.367
1858,1,1.123,2.078,-0.779,0.553,-1.011,0.283,-0.899,0.303,-0.837,0.365
1858,2,-3.775,1.019,-0.793,0.562,-0.984,0.271,-0.911,0.306,-0.856,0.362
1858,3,-1.309,1.039,-0.779,0.590,-0.980,0.253,-0.949,0.311,-0.847,0.363
1858,4,-1.268,1.015,-0.663,0.573,-0.978,0.246,-0.951,0.313,-0.859,0.366
1858,5,-1.546,1.030,-0.813,0.539,-0.925,0.236,-0.938,0.314,-0.866,0.367
1858,6,1.277,0.671,-1.104,0.478,-0.948,0.229,-0.950,0.314,-0.861,0.364
1858,7,-1.348,1.275,-1.256,0.443,-0.925,0.226,-0.950,0.317,-0.846,0.360
1858,8,-1.046,1.252,-0.938,0.427,-0.867,0.234,-0.953,0.323,-0.843,0.357
1858,9,-0.024,1.230,-0.710,0.373,-0.839,0.236,-0.961,0.329,-0.838,0.356
1858,10,-0.132,1.020,-0.797,0.455,-0.865,0.248,-0.957,0.328,-0.848,0.356
1858,11,-3.298,1.317,-0.616,0.541,-0.877,0.254,-0.943,0.336,-0.852,0.354
1858,12,-1.899,0.835,-0.887,0.530,-0.901,0.246,-0.953,0.345,-0.868,0.354
1859,1,-0.708,1.362,-0.843,0.475,-0.925,0.243,-0.934,0.340,-0.851,0.357
1859,2,0.039,1.398,-0.710,0.395,-0.912,0.250,-0.899,0.352,-0.832,0.357
1859,3,1.429,1.020,-0.846,0.376,-0.916,0.260,-0.888,0.361,-0.846,0.356
1859,4,-2.309,1.081,-1.086,0.390,-0.905,0.264,-0.876,0.359,-0.840,0.356
1859,5,0.625,1.604,-0.970,0.469,-0.902,0.260,-0.873,0.362,-0.837,0.356
1859,6,-1.974,0.952,-1.110,0.408,-0.850,0.257,-0.861,0.362,-0.843,0.355
1859,7,-0.815,0.961,-0.993,0.414,-0.811,0.281,-0.869,0.374,-0.846,0.353
1859,8,0.541,1.194,-1.040,0.386,-0.877,0.291,-0.864,0.381,-0.853,0.353
1859,9,-1.650,0.823,-1.016,0.444,-0.857,0.302,-0.871,0.379,-0.842,0.351
1859,10,-3.009,0.984,-0.981,0.435,-0.855,0.317,-0.889,0.380,-0.845,0.349
1859,11,-1.910,1.610,-0.928,0.468,-0.833,0.314,-0.896,0.373,-0.867,0.345
1859,12,-3.574,1.627,-0.780,0.434,-0.820,0.302,-0.883,0.369,-0.859,0.347
1860,1,0.698,1.175,-0.845,0.441,-0.849,0.307,-0.913,0.371,-0.856,0.351
1860,2,-0.531,0.968,-0.893,0.487,-0.845,0.307,-0.887,0.367,-0.866,0.348
1860,3,1.712,1.932,-0.770,0.532,-0.834,0.310,-0.862,0.365,-0.869,0.347
1860,4,-1.889,0.973,-0.580,0.563,-0.825,0.324,-0.849,0.363,-0.857,0.347
1860,5,1.270,1.474,-0.316,0.666,-0.836,0.349,-0.847,0.365,-0.845,0.348
1860,6,-0.197,0.934,-0.087,0.665,-0.881,0.350,-0.829,0.362,-0.834,0.347
1860,7,-1.597,1.108,-0.284,0.780,-0.875,0.379,-0.846,0.369,-0.829,0.348
1860,8,-0.038,1.130,-0.140,0.811,-0.825,0.373,-0.835,0.376,-0.824,0.348
1860,9,-0.181,1.590,-0.498,0.747,-0.882,0.378,-0.816,0.379,-0.819,0.348
1860,10,-0.719,1.070,-0.484,0.717,-0.883,0.392,-0.833,0.385,-0.816,0.344
1860,11,1.250,1.617,-0.790,0.766,-0.848,0.392,-0.821,0.393,-0.818,0.345
1860,12,-0.824,1.439,-0.836,0.733,-0.892,0.397,-0.826,0.403,-0.803,0.347
1861,1,-1.669,2.414,-0.743,0.686,-0.879,0.403,-0.821,0.408,-0.814,0.349
1861,2,1.197,1.910,-0.785,0.676,-0.868,0.409,-0.804,0.415,-0.821,0.352
1861,3,-2.579,1.667,-0.789,0.687,-0.891,0.431,-0.788,0.417,-0.816,0.353
1861,4,-1.724,2.455,-0.756,0.633,-0.906,0.451,-0.781,0.424,-0.814,0.353
1861,5,-2.396,1.035,-0.974,0.637,-0.851,0.472,-0.787,0.427,-0.809,0.348
1861,6,-0.753,0.890,-0.836,0.599,-0.847,0.502,-0.800,0.421,-0.801,0.346
1861,7,-0.478,1.135,-0.893,0.760,-0.827,0.508,-0.795,0.418,-0.798,0.345
1861,8,-0.539,1.025,-1.175,0.767,-0.800,0.529,-0.804,0.416,-0.793,0.345
1861,9,-0.240,0.985,-1.050,0.785,-0.829,0.548,-0.810,0.420,-0.800,0.345
1861,10,-0.314,0.946,-1.105,0.738,-0.814,0.558,-0.806,0.418,-0.802,0.344
1861,11,-1.368,0.998,-0.940,0.704,-0.821,0.565,-0.796,0.419,-0.808,0.346
1861,12,0.836,1.064,-0.986,0.710,-0.784,0.569,-0.774,0.416,-0.811,0.349
1862,1,-2.354,2.650,-1.035,0.727,-0.762,0.584,-0.755,0.421,-0.803,0.348
1862,2,-2.186,1.964,-1.044,0.716,-0.767,0.609,-0.758,0.427,-0.806,0.349
1862,3,-1.079,1.763,-0.987,0.708,-0.759,0.603,-0.757,0.423,-0.822,0.346
1862,4,-2.392,1.883,-1.043,0.715,-0.738,0.609,-0.754,0.418,-0.817,0.346
1862,5,-0.412,0.815,-1.107,0.842,-0.725,0.596,-0.771,0.418,-0.816,0.346
1862,6,-1.306,1.145,-1.267,0.936,-0.675,0.620,-0.748,0.413,-0.807,0.346
1862,7,-1.064,1.071,-0.949,0.871,-0.715,0.621,-0.753,0.421,-0.804,0.344
1862,8,-0.648,0.897,-0.832,0.768,-0.701,0.628,-0.733,0.416,-0.796,0.346
1862,9,0.444,0.729,-1.135,0.740,-0.711,0.619,-0.733,0.418,-0.790,0.346
1862,10,-0.982,1.261,-1.045,0.739,-0.678,0.613,-0.728,0.424,-0.791,0.346
1862,11,-2.138,2.166,-0.967,0.767,-0.703,0.621,-0.736,0.419,-0.791,0.349
1862,12,-1.091,1.439,-0.971,0.791,-0.682,0.613,-0.790,0.414,-0.824,0.348
1863,1,1.461,2.077,-0.929,0.791,-0.682,0.619,-0.816,0.426,-0.834,0.346
1863,2,-0.775,2.495,-0.908,0.818,-0.686,0.633,-0.819,0.426,-0.844,0.348
