Pays,Annees,percentTotalEmissions,PerCapita,Mesures,Date de mise en place
Brazil,2000,1.371274574954699,1.876441306767868,0,0
Brazil,2001,1.400050532407238,1.904295639676039,0,0
Brazil,2002,1.348813009609875,1.850682074699483,0,0
Brazil,2003,1.242092161569682,1.769005570816789,0,0
Brazil,2004,1.246285007923978,1.835946430604257,0,0
Brazil,2005,1.238448520275516,1.865977057623897,0,0
Brazil,2006,1.197969194767985,1.847654542161925,0,0
Brazil,2007,1.23068053391613,1.910334175153634,0,0
Brazil,2008,1.263438551413497,2.018593476379532,0,0
Brazil,2009,1.227268606746802,1.893620024349502,0,0
Brazil,2010,1.314698678676956,2.144736395090715,0,0
Brazil,2011,1.327902102272404,2.224711944489108,0,0
Brazil,2012,1.395422788742676,2.358548364267033,0,0
Brazil,2013,1.488043779929377,2.505408787603476,0,0
Brazil,2014,1.564458104746945,2.631289885245012,0,0
Brazil,2015,1.481723175587901,2.466788048378454,0,0
Brazil,2016,1.366962968402126,2.242393445677353,0,0
Canada,1960,2.093626737655216,10.7708472869716,0,0
Canada,1961,2.116520986344165,10.62789765201686,0,0
Canada,1962,2.186652827203273,11.13062748468894,0,0
Canada,1963,2.110529503754953,11.132102404556,0,0
Canada,1964,2.25746970567253,12.30537040103493,0,0
Canada,1965,2.271474857804177,12.81400147372701,0,0
Canada,1966,2.221884675910785,12.93491814644852,0,0
Canada,1967,2.332633325653255,13.81035459533608,0,0
Canada,1968,2.382368269824137,14.63264519861165,0,0
Canada,1969,2.259265570348789,14.61864861137531,0,0
